label,Filename
0,S28-SR-404.txt
1,S62-VT-209.txt
1,S60-VT-237.txt
0,S90-AFb-221.txt
0,S88-SR-65.txt
0,S20-SR-772.txt
1,S56-VT-567.txt
1,S20-VT-1089.txt
1,S58-VT-294.txt
0,S44-SR-521.txt
0,S45-VPD-60.txt
0,S79-VPD-122.txt
0,S37-SR-101.txt
1,S65-VT-442.txt
1,S23-VT-170.txt
0,S90-AFb-257.txt
0,S26-SR-578.txt
1,S64-VFb-405.txt
1,S81-VT-440.txt
1,S40-VT-83.txt
1,S20-VT-239.txt
1,S06-VT-437.txt
1,S56-VT-539.txt
0,S23-SR-2.txt
0,S26-SR-271.txt
1,S20-VT-374.txt
1,S71-VT-284.txt
0,S17-SR-80.txt
0,S26-SR-279.txt
1,S60-VT-558.txt
0,S79-SR-645.txt
0,S49-SR-110.txt
0,S32-SR-7.txt
1,S08-VT-120.txt
1,S73-VT-336.txt
0,S34-SR-90.txt
0,S59-AFb-88.txt
1,S13-VFb-30.txt
1,S65-VT-224.txt
0,S17-SR-5.txt
0,S35-SR-488.txt
0,S86-SR-1063.txt
1,S06-VT-583.txt
0,S20-SR-477.txt
0,S31-SR-1.txt
1,S81-VT-725.txt
0,S94-SR-435.txt
0,S72-SR-96.txt
1,S65-VT-335.txt
1,S23-VT-169.txt
0,S15-SR-523.txt
0,S71-SR-27.txt
0,S94-SR-98.txt
0,S34-SR-169.txt
1,S90-VT-135.txt
0,S35-SR-741.txt
0,S26-SR-195.txt
0,S64-SR-5.txt
0,S44-SR-490.txt
1,S62-VT-124.txt
1,S44-VFb-404.txt
1,S74-VT-346.txt
0,S50-SR-23.txt
1,S88-VT-337.txt
0,S85-SR-1.txt
0,S56-SR-263.txt
0,S37-SVT-214.txt
0,S36-SVT-214.txt
0,S56-SVT-406.txt
1,S81-VT-509.txt
0,S37-SVT-211.txt
1,S56-VT-679.txt
1,S86-VT-193.txt
0,S37-SR-45.txt
0,S28-SR-65.txt
1,S86-VT-1115.txt
1,S79-VT-510.txt
0,S28-SR-166.txt
1,S86-VT-813.txt
0,S35-SR-785.txt
0,S43-SR-6.txt
0,S44-SR-366.txt
0,S64-SR-191.txt
0,S89-SR-136.txt
0,S29-SR-53.txt
1,S35-VT-840.txt
1,S60-VT-110.txt
1,S85-VT-126.txt
1,S35-VT-393.txt
1,S46-VT-265.txt
0,S25-SR-115.txt
1,S65-VT-338.txt
0,S20-SR-232.txt
1,S79-VT-141.txt
0,S34-SR-221.txt
1,S81-VT-190.txt
1,S64-VFb-362.txt
1,S25-VT-198.txt
0,S06-AFt-98.txt
1,S90-VT-160.txt
0,S45-VPD-77.txt
1,S25-VT-428.txt
1,S80-VFb-166.txt
1,S58-VT-383.txt
0,S95-AFb-205.txt
1,S60-VT-544.txt
0,S10-SVT-180.txt
0,S28-SR-499.txt
1,S29-VT-343.txt
1,S62-VT-421.txt
1,S72-VT-252.txt
1,S35-VT-382.txt
1,S60-VT-198.txt
0,S90-VPD-28.txt
0,S16-SR-30.txt
1,S06-VT-517.txt
0,S17-SVT-210.txt
0,S56-SVT-184.txt
0,S20-SR-18.txt
0,S34-SR-101.txt
1,S60-VT-239.txt
1,S60-VT-669.txt
0,S05-SR-78.txt
1,S86-VT-935.txt
0,S37-SVT-162.txt
0,S26-SR-453.txt
1,S86-VT-477.txt
1,S06-VT-487.txt
1,S29-VT-289.txt
0,S28-SR-226.txt
1,S08-VT-248.txt
0,S58-SR-54.txt
0,S95-AFb-26.txt
0,S59-AFb-90.txt
0,S15-SR-89.txt
1,S25-VT-502.txt
0,S63-AFb-14.txt
0,S74-SR-218.txt
1,S35-VFb-331.txt
0,S91-SR-106.txt
0,S46-SR-326.txt
0,S17-SVT-214.txt
1,S08-VT-355.txt
0,S94-SR-280.txt
1,S15-VT-626.txt
1,S65-VT-322.txt
1,S53-VFb-136.txt
0,S93-SR-138.txt
1,S72-VT-355.txt
1,S62-VT-231.txt
1,S63-VT-140.txt
1,S95-VT-139.txt
0,S43-SR-57.txt
0,S46-SR-357.txt
1,S60-VT-308.txt
0,S06-AFt-89.txt
1,S79-VT-473.txt
0,S46-SR-430.txt
1,S06-VT-323.txt
0,S26-SR-440.txt
0,S66-SR-56.txt
0,S86-SR-976.txt
1,S86-VT-426.txt
1,S73-VT-179.txt
0,S20-SR-1035.txt
0,S56-SVT-409.txt
0,S60-SR-1.txt
0,S91-SR-26.txt
1,S08-VT-326.txt
0,S26-SR-146.txt
0,S34-SR-27.txt
0,S23-SR-22.txt
1,S73-VT-232.txt
0,S93-SR-124.txt
0,S69-SR-106.txt
1,S30-VT-293.txt
1,S88-VT-186.txt
0,S77-SR-341.txt
0,S95-AFb-151.txt
1,S35-VT-470.txt
0,S73-SR-76.txt
1,S65-VT-305.txt
0,S10-SR-97.txt
0,S34-SR-48.txt
0,S90-SR-295.txt
0,S71-SR-14.txt
0,S79-VPD-125.txt
1,S79-VT-157.txt
0,S25-SR-164.txt
0,S81-SR-643.txt
1,S86-VT-562.txt
1,S90-VT-167.txt
1,S60-VT-323.txt
0,S71-SR-69.txt
0,S29-SR-36.txt
0,S85-SR-33.txt
0,S07-SR-307.txt
0,S71-SR-7.txt
0,S35-SR-6.txt
1,S86-VT-124.txt
0,S86-SR-75.txt
1,S24-VT-187.txt
1,S79-VT-693.txt
0,S24-SR-124.txt
0,S65-SR-48.txt
0,S72-SR-14.txt
0,S94-SR-489.txt
1,S15-VT-932.txt
1,S06-VT-317.txt
1,S06-VT-364.txt
0,S79-SR-549.txt
0,S25-SR-49.txt
0,S56-SVT-422.txt
0,S06-AFt-26.txt
0,S10-SR-432.txt
1,S79-VT-190.txt
0,S93-SR-34.txt
1,S32-VFb-148.txt
1,S15-VT-445.txt
1,S60-VT-677.txt
1,S80-VFb-165.txt
1,S58-VT-306.txt
0,S62-SR-106.txt
0,S29-SR-147.txt
0,S25-SR-45.txt
0,S46-SR-437.txt
0,S17-SVT-155.txt
0,S53-SR-54.txt
1,S80-VFb-159.txt
0,S79-SR-626.txt
0,S46-SR-252.txt
1,S86-VT-297.txt
1,S95-VT-270.txt
1,S62-VT-499.txt
1,S57-VT-255.txt
1,S60-VT-589.txt
1,S35-VT-865.txt
0,S69-SR-44.txt
1,S72-VT-312.txt
1,S86-VT-304.txt
1,S65-VT-302.txt
0,S94-SR-282.txt
