label,Filename
0,S77-SR-106.txt
1,S46-VT-197.txt
1,S13-VFb-32.txt
1,S79-VT-704.txt
1,S79-VT-741.txt
0,S06-AFt-19.txt
1,S79-VT-501.txt
0,S37-SVT-153.txt
1,S40-VT-122.txt
1,S65-VT-232.txt
1,S72-VT-329.txt
1,S08-VT-335.txt
1,S20-VT-588.txt
1,S26-VT-884.txt
1,S06-VT-397.txt
0,S56-SR-9.txt
1,S43-VT-177.txt
1,S30-VT-243.txt
1,S15-VT-726.txt
1,S80-VFb-204.txt
1,S86-VT-140.txt
1,S15-VT-914.txt
1,S35-VFb-334.txt
1,S77-VT-393.txt
0,S94-SR-216.txt
1,S25-VT-233.txt
1,S60-VT-547.txt
0,S07-SR-251.txt
0,S65-SR-58.txt
0,S26-SR-297.txt
0,S15-SR-489.txt
1,S25-VT-214.txt
0,S80-SR-105.txt
0,S73-SR-24.txt
1,S81-VT-218.txt
0,S25-SR-166.txt
1,S57-VT-203.txt
0,S31-SR-12.txt
1,S86-VT-1095.txt
1,S64-VFb-304.txt
0,S29-SR-57.txt
1,S40-VT-1.txt
1,S29-VT-424.txt
0,S65-SR-74.txt
0,S28-SVT-383.txt
0,S49-VPD-89.txt
1,S13-VFb-38.txt
0,S35-SR-70.txt
1,S73-VT-175.txt
0,S10-SR-413.txt
1,S62-VT-518.txt
1,S50-VT-265.txt
1,S63-VT-178.txt
0,S26-SR-482.txt
1,S06-VT-266.txt
1,S88-VT-365.txt
0,S26-SR-428.txt
1,S50-VT-155.txt
1,S64-VFb-201.txt
1,S23-VT-209.txt
1,S86-VT-1098.txt
1,S06-VT-218.txt
0,S25-SR-132.txt
1,S65-VT-412.txt
1,S60-VT-359.txt
1,S62-VT-493.txt
0,S20-SR-114.txt
1,S35-VT-440.txt
0,S08-SR-67.txt
1,S73-VT-345.txt
1,S46-VT-549.txt
1,S57-VT-64.txt
1,S81-VT-262.txt
0,S46-SR-380.txt
1,S81-VT-426.txt
1,S81-VT-524.txt
0,S28-SVT-322.txt
1,S60-VT-393.txt
0,S25-SR-118.txt
1,S49-VT-212.txt
0,S28-SR-249.txt
1,S86-VT-859.txt
1,S46-VT-551.txt
0,S94-SR-94.txt
1,S79-VT-311.txt
1,S72-VT-345.txt
0,S10-SR-304.txt
0,S53-SR-106.txt
0,S44-SR-124.txt
1,S73-VT-318.txt
0,S94-SR-498.txt
0,S45-VPD-7.txt
1,S94-VFb-513.txt
0,S71-SR-23.txt
1,S04-VFt-104.txt
1,S86-VT-847.txt
1,S06-VT-638.txt
1,S58-VT-353.txt
0,S26-SR-60.txt
0,S81-SR-653.txt
0,S37-SR-108.txt
0,S88-SR-95.txt
1,S56-VT-545.txt
1,S25-VT-389.txt
0,S37-SVT-222.txt
0,S46-SR-154.txt
1,S43-VT-185.txt
0,S72-SR-92.txt
1,S79-VT-422.txt
0,S79-VPD-82.txt
1,S86-VT-293.txt
1,S86-VT-917.txt
1,S56-VT-503.txt
1,S20-VT-1077.txt
0,S15-SR-168.txt
1,S73-VT-262.txt
0,S20-SR-737.txt
1,S07-VT-218.txt
0,S65-SR-12.txt
0,S17-SVT-228.txt
0,S25-SR-17.txt
0,S36-SR-158.txt
1,S64-VFb-213.txt
0,S07-SR-238.txt
0,S71-SR-52.txt
1,S73-VT-200.txt
0,S50-SR-27.txt
1,S25-VT-179.txt
1,S46-VT-552.txt
1,S08-VT-319.txt
1,S79-VT-760.txt
1,S73-VT-269.txt
1,S13-VFb-33.txt
1,S06-VT-453.txt
0,S20-SR-891.txt
0,S62-SR-301.txt
0,S24-SR-26.txt
1,S25-VT-167.txt
1,S15-VT-899.txt
1,S30-VT-309.txt
0,S15-SR-592.txt
0,S95-AFb-199.txt
0,S44-SR-125.txt
0,S45-VPD-155.txt
0,S15-SR-2.txt
0,S25-SR-113.txt
0,S81-SR-672.txt
0,S65-SR-23.txt
1,S65-VT-414.txt
0,S28-SR-264.txt
0,S62-SR-46.txt
1,S20-VT-288.txt
1,S86-VT-300.txt
1,S58-VT-392.txt
1,S81-VT-501.txt
0,S44-SR-108.txt
1,S06-VT-379.txt
1,S29-VT-185.txt
1,S86-VT-777.txt
0,S35-SR-24.txt
1,S58-VT-283.txt
1,S62-VT-228.txt
0,S32-SR-80.txt
1,S40-VFb-168.txt
1,S81-VT-446.txt
0,S26-SR-290.txt
1,S30-VT-232.txt
0,S32-SR-130.txt
0,S44-SR-530.txt
1,S25-VT-466.txt
1,S46-VT-305.txt
0,S28-SR-477.txt
1,S20-VT-338.txt
0,S10-SR-359.txt
0,S64-SR-82.txt
0,S35-SR-531.txt
0,S17-SVT-144.txt
0,S72-SR-21.txt
1,S60-VT-713.txt
0,S10-SR-2.txt
0,S10-SVT-182.txt
0,S46-SR-23.txt
1,S44-VFb-268.txt
1,S45-VFb-258.txt
1,S56-VT-464.txt
0,S16-SR-15.txt
0,S62-SR-55.txt
0,S10-SR-431.txt
0,S15-SR-47.txt
0,S49-VPD-45.txt
0,S79-SR-653.txt
1,S06-VT-614.txt
0,S10-SR-122.txt
0,S89-SR-26.txt
1,S86-VT-152.txt
1,S40-VT-12.txt
1,S20-VT-349.txt
0,S28-SR-489.txt
1,S72-VT-226.txt
0,S10-SR-311.txt
0,S35-SR-2.txt
0,S30-SR-174.txt
0,S34-SR-83.txt
1,S30-VT-250.txt
1,S65-VT-230.txt
0,S05-SR-165.txt
1,S15-VT-472.txt
0,S94-SR-243.txt
0,S89-SR-6.txt
0,S49-VPD-39.txt
1,S65-VT-453.txt
1,S08-VT-228.txt
1,S86-VT-509.txt
1,S26-VT-784.txt
1,S29-VT-409.txt
1,S26-VT-686.txt
0,S73-SR-19.txt
0,S43-SR-17.txt
1,S06-VT-419.txt
1,S65-VT-404.txt
0,S26-SR-579.txt
1,S77-VT-218.txt
1,S60-VT-739.txt
0,S56-SVT-175.txt
1,S25-VT-248.txt
1,S65-VT-176.txt
0,S06-AFt-4.txt
0,S94-SR-310.txt
0,S10-SR-306.txt
0,S94-SR-107.txt
0,S49-VPD-22.txt
1,S62-VT-563.txt
0,S44-SR-554.txt
0,S07-AFb-23.txt
0,S74-SR-44.txt
1,S57-VT-124.txt
0,S34-SR-224.txt
1,S81-VT-161.txt
0,S34-SR-13.txt
1,S81-VT-382.txt
0,S94-SR-415.txt
1,S94-VFb-523.txt
0,S71-SR-29.txt
0,S56-SR-48.txt
0,S05-SR-168.txt
1,S86-VT-781.txt
1,S25-VT-324.txt
1,S90-VT-159.txt
0,S49-SR-111.txt
0,S04-SR-197.txt
0,S24-SR-117.txt
1,S73-VT-228.txt
1,S71-VT-269.txt
0,S77-VPD-88.txt
1,S15-VT-192.txt
0,S58-SR-18.txt
1,S23-VT-208.txt
0,S31-SR-124.txt
0,S46-SR-149.txt
1,S60-VT-444.txt
0,S44-SR-464.txt
0,S26-SR-250.txt
0,S05-SR-66.txt
0,S28-SVT-300.txt
1,S35-VT-346.txt
0,S46-SR-57.txt
1,S06-VT-511.txt
1,S58-VT-202.txt
1,S20-VT-310.txt
1,S35-VFb-330.txt
0,S69-SR-125.txt
0,S79-VPD-47.txt
1,S71-VT-199.txt
1,S46-VT-159.txt
0,S16-SR-84.txt
1,S86-VT-129.txt
0,S56-SVT-295.txt
0,S15-SR-570.txt
0,S73-SR-9.txt
1,S81-VT-143.txt
0,S07-SR-273.txt
1,S30-VT-258.txt
0,S77-SR-303.txt
0,S66-SR-106.txt
0,S10-SR-331.txt
0,S10-SR-108.txt
1,S73-VT-292.txt
0,S77-VPD-78.txt
0,S49-SR-104.txt
1,S72-VT-286.txt
0,S62-SR-78.txt
0,S34-SR-132.txt
1,S65-VT-162.txt
1,S35-VT-427.txt
0,S10-SR-106.txt
1,S56-VT-616.txt
0,S25-SR-159.txt
1,S86-VT-343.txt
1,S06-VT-361.txt
0,S94-SR-251.txt
0,S89-SR-123.txt
0,S35-SR-563.txt
0,S07-AFb-94.txt
1,S04-VFt-39.txt
0,S79-SR-551.txt
1,S73-VT-388.txt
0,S53-SR-87.txt
1,S26-VT-877.txt
0,S35-SR-773.txt
0,S26-SR-121.txt
1,S57-VT-55.txt
1,S60-VT-305.txt
0,S66-SR-108.txt
1,S60-VT-599.txt
1,S80-VT-18.txt
1,S86-VT-209.txt
1,S06-VT-582.txt
0,S90-VPD-35.txt
1,S73-VT-361.txt
0,S29-SR-133.txt
1,S71-VT-194.txt
0,S26-SR-81.txt
0,S72-SR-76.txt
1,S86-VT-1123.txt
0,S20-SR-32.txt
0,S10-SR-223.txt
1,S26-VT-766.txt
1,S60-VT-569.txt
1,S86-VT-789.txt
0,S17-SR-45.txt
0,S26-SR-200.txt
1,S35-VFb-315.txt
0,S60-SR-98.txt
0,S56-SR-42.txt
1,S29-VT-182.txt
0,S05-SR-132.txt
1,S15-VT-913.txt
0,S35-SR-225.txt
0,S64-SR-70.txt
0,S17-SR-79.txt
1,S86-VT-190.txt
1,S08-VT-174.txt
0,S08-SR-56.txt
0,S10-SVT-188.txt
0,S37-SR-6.txt
0,S26-SR-560.txt
0,S15-SR-498.txt
0,S63-AFb-1.txt
0,S80-SR-41.txt
0,S79-VPD-100.txt
0,S28-SR-222.txt
1,S65-VT-454.txt
0,S28-SR-183.txt
1,S86-VT-184.txt
1,S06-VT-172.txt
1,S71-VT-339.txt
0,S85-SR-40.txt
0,S26-SR-168.txt
0,S26-SR-303.txt
0,S74-SR-274.txt
1,S08-VT-231.txt
0,S24-SR-6.txt
0,S44-SR-98.txt
1,S08-VT-104.txt
