label,Filename
0,S79-SR-525.txt
0,S07-SR-265.txt
1,S57-VT-198.txt
1,S06-VT-432.txt
0,S10-SVT-171.txt
0,S64-SR-183.txt
0,S35-SR-134.txt
1,S73-VT-102.txt
0,S15-SR-164.txt
0,S63-AFb-20.txt
1,S65-VT-334.txt
0,S77-SR-356.txt
0,S20-SR-209.txt
1,S08-VT-251.txt
0,S25-SR-46.txt
1,S04-VFt-84.txt
0,S24-SR-118.txt
1,S20-VT-1120.txt
1,S06-VT-338.txt
1,S79-VT-195.txt
0,S46-SR-340.txt
0,S15-SR-62.txt
0,S29-SR-65.txt
0,S24-SR-50.txt
1,S58-VT-230.txt
0,S45-VPD-143.txt
0,S86-SR-104.txt
0,S31-SR-152.txt
1,S44-VFb-324.txt
0,S24-SR-57.txt
0,S58-SR-20.txt
0,S16-SR-72.txt
1,S57-VT-93.txt
0,S36-SR-61.txt
1,S25-VT-369.txt
1,S64-VFb-251.txt
1,S20-VT-446.txt
0,S35-SR-335.txt
0,S25-SR-152.txt
0,S07-AFb-12.txt
1,S50-VT-192.txt
1,S79-VT-745.txt
0,S77-SR-328.txt
1,S73-VT-161.txt
1,S71-VT-88.txt
1,S20-VT-183.txt
0,S20-SR-902.txt
0,S46-SR-445.txt
1,S62-VT-589.txt
1,S64-VFb-314.txt
1,S08-VT-209.txt
0,S91-SR-29.txt
0,S20-SR-931.txt
0,S10-SR-273.txt
0,S26-SR-153.txt
0,S91-SR-81.txt
1,S79-VT-418.txt
1,S74-VT-144.txt
0,S10-SR-285.txt
0,S17-SVT-147.txt
0,S91-AFt-209.txt
1,S60-VT-310.txt
1,S81-VT-625.txt
1,S64-VFb-243.txt
0,S93-SR-73.txt
0,S15-SR-524.txt
0,S88-SR-20.txt
0,S62-SR-25.txt
0,S90-AFb-191.txt
1,S25-VT-495.txt
1,S94-VFb-518.txt
0,S20-SR-765.txt
1,S23-VT-192.txt
1,S06-VT-231.txt
0,S53-SR-88.txt
0,S15-SR-72.txt
0,S20-SR-745.txt
0,S56-SVT-134.txt
1,S79-VT-358.txt
0,S31-SR-116.txt
1,S64-VFb-394.txt
1,S86-VT-427.txt
1,S65-VT-380.txt
1,S57-VT-191.txt
1,S45-VFb-237.txt
0,S58-SR-76.txt
1,S73-VT-398.txt
1,S79-VT-177.txt
1,S25-VT-426.txt
0,S20-SR-829.txt
1,S20-VT-173.txt
0,S10-SR-301.txt
1,S15-VT-628.txt
0,S20-SR-828.txt
1,S95-VT-75.txt
1,S35-VFb-325.txt
1,S15-VT-367.txt
1,S35-VFb-320.txt
0,S90-AFb-244.txt
1,S06-VT-290.txt
0,S31-SR-95.txt
0,S35-SR-739.txt
1,S86-VT-381.txt
0,S07-AFb-110.txt
0,S26-SR-583.txt
0,S26-SR-284.txt
0,S35-SR-528.txt
