label,Filename
1,S20-VT-555.txt
0,S26-SR-498.txt
0,S15-SR-84.txt
1,S60-VT-551.txt
1,S29-VT-352.txt
0,S35-SR-160.txt
0,S69-SR-130.txt
1,S60-VT-515.txt
0,S80-SR-39.txt
0,S64-SR-170.txt
1,S88-VT-324.txt
0,S93-SR-81.txt
1,S08-VT-406.txt
0,S80-SR-102.txt
1,S60-VT-548.txt
0,S49-SR-160.txt
0,S26-SR-465.txt
1,S06-VT-374.txt
0,S28-SVT-338.txt
1,S46-VT-294.txt
0,S45-VPD-158.txt
0,S36-SR-27.txt
0,S44-SR-486.txt
1,S25-VT-170.txt
1,S71-VT-263.txt
1,S65-VT-272.txt
0,S26-SR-529.txt
0,S35-SR-72.txt
1,S86-VT-473.txt
0,S90-AFb-187.txt
1,S65-VT-382.txt
1,S77-VT-161.txt
0,S93-SR-19.txt
0,S69-SR-27.txt
1,S62-VT-544.txt
1,S24-VT-181.txt
0,S91-SR-96.txt
0,S20-SR-727.txt
0,S28-SVT-286.txt
0,S63-AFb-26.txt
1,S65-VT-244.txt
1,S15-VT-912.txt
0,S62-SR-56.txt
1,S15-VT-224.txt
1,S77-VT-220.txt
0,S86-SR-973.txt
0,S46-SR-366.txt
1,S06-VT-408.txt
1,S79-VT-402.txt
0,S73-SR-75.txt
0,S69-SR-137.txt
0,S26-SR-45.txt
0,S08-SR-14.txt
0,S15-SR-562.txt
1,S65-VT-116.txt
1,S86-VT-1097.txt
1,S77-VT-454.txt
0,S90-AFb-265.txt
0,S77-SR-362.txt
0,S26-SR-655.txt
0,S05-SR-75.txt
1,S86-VT-138.txt
0,S44-SR-102.txt
0,S46-SR-355.txt
1,S20-VT-409.txt
0,S43-SR-21.txt
0,S20-SR-867.txt
1,S77-VT-133.txt
0,S36-SVT-196.txt
1,S88-VT-306.txt
0,S37-SR-74.txt
0,S44-SR-484.txt
0,S93-SR-7.txt
1,S53-VFb-173.txt
0,S34-SR-243.txt
1,S62-VT-606.txt
0,S06-AFt-81.txt
0,S94-SR-89.txt
0,S31-SR-69.txt
1,S86-VT-920.txt
0,S15-SR-82.txt
0,S10-SR-45.txt
1,S71-VT-98.txt
0,S05-SR-174.txt
0,S13-SR-24.txt
1,S89-VFb-142.txt
0,S79-VPD-105.txt
1,S62-VT-195.txt
1,S93-VT-166.txt
1,S89-VFb-149.txt
0,S37-SR-79.txt
1,S74-VT-159.txt
0,S36-SVT-188.txt
0,S89-SR-112.txt
1,S79-VT-731.txt
1,S86-VT-605.txt
0,S94-SR-262.txt
0,S46-SR-32.txt
0,S56-SR-57.txt
0,S69-SR-156.txt
0,S43-SR-7.txt
0,S79-VPD-40.txt
0,S23-SR-121.txt
1,S40-VFb-171.txt
1,S60-VT-733.txt
0,S85-SR-29.txt
0,S43-AFb-102.txt
0,S20-SR-732.txt
0,S28-SR-223.txt
0,S26-SR-209.txt
1,S81-VT-538.txt
0,S05-SR-190.txt
0,S86-SR-44.txt
1,S95-VT-105.txt
1,S46-VT-174.txt
0,S49-VPD-38.txt
1,S60-VT-248.txt
0,S71-SR-65.txt
0,S94-SR-437.txt
0,S46-SR-176.txt
1,S44-VFb-282.txt
0,S46-SR-246.txt
0,S58-SR-89.txt
0,S74-SR-288.txt
1,S06-VT-637.txt
0,S77-SR-318.txt
0,S10-SR-428.txt
1,S73-VT-271.txt
1,S71-VT-248.txt
0,S26-SR-485.txt
1,S04-VFt-112.txt
0,S15-SR-68.txt
1,S71-VT-322.txt
0,S26-SR-379.txt
0,S95-AFb-203.txt
1,S56-VT-574.txt
0,S43-SR-67.txt
0,S64-SR-161.txt
1,S64-VFb-412.txt
0,S59-AFb-41.txt
0,S26-SR-392.txt
0,S34-SR-147.txt
1,S46-VT-264.txt
0,S85-SR-22.txt
1,S24-VT-155.txt
0,S86-SR-1042.txt
1,S63-VT-146.txt
0,S20-SR-750.txt
0,S72-SR-13.txt
1,S81-VT-345.txt
0,S74-SR-242.txt
1,S81-VT-294.txt
0,S56-SR-235.txt
1,S60-VT-302.txt
0,S86-SR-97.txt
1,S06-VT-651.txt
0,S72-SR-7.txt
0,S86-SR-48.txt
0,S90-VPD-55.txt
0,S08-SR-1.txt
0,S15-SR-617.txt
0,S20-SR-501.txt
1,S81-VT-437.txt
1,S57-VT-95.txt
0,S93-SR-2.txt
0,S17-SR-49.txt
0,S37-SR-14.txt
1,S73-VT-391.txt
0,S04-SR-229.txt
